Window,ExpID,Case,Algo,timeslot sec,timeslot mil,IAT,IPG Avg,IPG Avg GT100,IAT GT100,Throughput,Total Packets,Total Packet GT100,10p Length,20p Length,30p Length,40p Length,50p Length,60p Length,70p Length,80p Length,90p Length,Single EMA,CUSUM,Double EMA,P1203,P1203C,P1203N
5,5,Driving-6,elastic,80,80000,4.536281109,0.05532050133,0.09173495652,4.219808,192796.8,83,47,52,52,52,60,1260,2948,2948,2948,2948,1.56935656,195.6324072,226.8866507,2.064333333,Average,2
5,5,Driving-6,elastic,85,85000,4.489766836,0.05756111328,0.09170531707,3.759918,177038.4,79,42,52,52,52,52,1260,2446,2948,2948,2948,1.427720345,180.3889294,208.6151617,2.033666667,Average,2
5,5,Driving-6,elastic,90,90000,4.895210028,0.05207670242,0.08794812195,3.605873,176920,95,42,52,52,52,52,52,1415,2948,2948,2948,7.801540723,263.4284363,304.5951326,2.010333333,Average,2
5,5,Driving-6,elastic,95,95000,4.452455044,0.06183965339,0.1049172581,3.252435,133140.8,73,32,52,52,52,52,52,1260,2446,2948,2948,1.280963034,159.6383059,183.6020676,1.992333333,Poor,1
5,5,Driving-6,elastic,100,100000,4.607784986,0.04306341109,0.04191661429,2.934163,299828.8,108,71,52,52,52,1500,2446,2948,2948,2948,2948,1.983253874,241.7721994,296.0689252,1.964666667,Poor,1
5,5,Driving-6,elastic,105,105000,4.829971075,0.02808122718,0.04148797368,4.729629,477102.4,173,115,52,52,52,1500,2446,2948,2948,2948,2948,5.280786137,306.8155513,450.8755441,1.941,Poor,1
5,5,Driving-6,elastic,110,110000,4.963088989,0.04726751418,0.07407595522,4.963089,298334.4,106,68,52,52,52,1500,2948,2948,2948,2948,2948,3.117855279,232.283124,284.5829717,1.926,Poor,1
5,5,Driving-6,elastic,115,115000,4.913366079,0.03808810914,0.06065883951,4.913366,397112,130,82,52,52,52,936,2446,2948,2948,2948,4396,3.813596862,362.4385097,441.398516,1.915,Poor,1
5,5,Driving-6,elastic,120,120000,4.780048132,0.04345498302,0.05625195833,2.700094,327408,111,49,52,52,52,52,52,781,2446,4396,5844,1.948450801,275.8965554,333.0876935,1.91275,Poor,1
5,5,Driving-6,elastic,125,125000,4.957049847,0.01936347596,0.02332781188,4.712218,1572308.8,257,203,52,60,1603,2948,2948,4396,4396,5844,7292,2.97331776,557.9939039,878.814162,1.951666667,Poor,1
5,5,Driving-6,elastic,130,130000,4.949648857,0.01581357462,0.01431060311,3.677825,2692971.2,314,258,52,1500,2948,4396,5844,5844,5844,8740,11636,3.573588878,830.4043159,1310.380667,2.014333333,Average,2
5,5,Driving-6,elastic,135,135000,4.769545078,0.01454129597,0.0142519283,3.776761,1858417.6,329,266,52,1260,2948,2948,4396,4396,4396,5844,5844,3.462125285,764.1354976,1292.785688,2.093,Average,2
5,5,Driving-6,elastic,140,140000,4.964701176,0.0175431137,0.02200527854,4.819156,1413584,284,220,52,52,1500,2948,2948,4396,4396,4396,5844,3.279007757,751.5017021,1143.016708,2.124,Average,2
5,5,Driving-6,elastic,145,145000,4.900882006,0.0117245981,0.01339038798,4.900882,2065048,419,367,52,2948,2948,2948,2948,2948,2948,4396,5844,6.989923809,1059.758865,1920.820335,2.146,Average,2
5,5,Driving-6,elastic,150,150000,4.983510017,0.01496549555,0.01413739453,3.619173,1513532.8,334,257,52,52,1922,2948,2948,2948,4396,4396,4396,3.826782988,945.4299059,1488.756396,2.163666667,Average,2
5,5,Driving-6,elastic,155,155000,4.743955135,0.01867698872,0.02100797938,4.075548,1303116.8,255,195,52,52,1603,2948,2948,2948,4396,4396,5844,3.39854408,674.5206897,989.0920564,2.1745,Average,2
5,5,Driving-6,elastic,160,160000,4.868496895,0.01617440829,0.01772076667,4.252984,1340457.6,302,241,52,60,2948,2948,2948,2948,2948,4396,4396,4.00742892,838.0615766,1281.190701,2.188333333,Average,2
5,5,Driving-6,elastic,165,165000,4.961100101,0.02033237747,0.02275224242,3.75412,1677408,245,166,52,52,52,2184,2948,5844,7292,8740,8740,2.936440395,590.5821545,881.1363452,2.204,Average,2
5,5,Driving-6,elastic,170,170000,4.827794075,0.01522963431,0.01823335628,4.503639,2392851.2,318,248,52,52,1603,4396,4396,5844,7292,7292,8740,2.986113605,708.8593142,1202.631143,2.255,Average,2
5,5,Driving-6,elastic,175,175000,4.907153845,0.01588075678,0.01978691129,4.907154,1999654.4,310,249,52,612,2948,2948,2948,4396,5844,7292,8740,3.284156321,639.2230539,1108.691929,2.259,Average,2
5,5,Driving-6,elastic,180,180000,4.831519127,0.02334067211,0.03097815873,3.903248,1088656,208,127,52,52,52,1260,2948,4396,5844,5844,7292,2.991019705,464.7541957,673.3247416,2.260666667,Average,2
5,5,Driving-6,elastic,185,185000,4.868863106,0.01540779464,0.01731678151,4.121394,1665214.4,317,239,52,52,1922,2948,4396,4396,4396,5844,5844,3.68203723,830.5045323,1319.899563,2.2645,Average,2
5,5,Driving-6,elastic,190,190000,4.16614604,0.01633782761,0.01556758639,2.973409,1936609.6,256,192,52,52,2446,2948,2948,4396,7292,8740,10188,3.041137909,638.0193486,955.4893564,2.279,Average,2
5,5,Driving-6,elastic,195,195000,4.86580205,0.02703223361,0.02410405495,2.193469,625180.8,181,92,52,52,52,52,732,2948,2948,4396,5844,2.217754568,368.0664549,525.4858281,2.279666667,Average,2
5,5,Driving-6,elastic,200,200000,4.702152014,0.02035563642,0.02860044295,4.261466,1268572.8,232,150,52,52,52,1500,2948,4396,5844,5844,7292,4.308211874,597.8402505,857.5422938,2.271,Average,2
5,5,Driving-6,elastic,205,205000,4.356044054,0.02054737761,0.01671510638,2.35683,941633.6,213,142,52,52,52,1922,2948,2948,4396,4396,5844,2.565322606,481.3795886,700.2262825,2.249666667,Average,2
5,5,Driving-6,elastic,210,210000,4.625478029,0.01675897837,0.02466008197,4.512795,940180.8,277,184,52,52,52,1603,2948,2948,2948,2948,4396,4.402769315,643.5286491,1016.627796,2.2295,Average,2
5,5,Driving-6,elastic,215,215000,4.865263939,0.03771522433,0.04667712195,1.913762,256409.6,130,42,52,52,52,52,52,52,1431.5,2948,4396,2.067415927,304.7572153,384.2696766,2.213666667,Average,2
5,5,Driving-6,elastic,220,220000,4.487052917,0.02686858034,0.04967261364,4.37119,507352,168,89,52,52,52,52,1380,2948,2948,2948,4396,2.50850162,393.4501724,528.1258762,2.194,Average,2
5,5,Driving-6,elastic,225,225000,4.608294964,0.02387717598,0.0237960202,2.355806,680832,194,100,52,52,52,52,1380,2948,2948,4396,5844,2.546045549,455.1575768,635.8860052,2.183,Average,2
5,6,Driving-7,elastic,0,0,4.030583143,0.009287057934,0.009961042079,4.024261,2542272,435,405,1260,2948,2948,2948,2948,2948,2948,4396,8740,3.58425209,997.9129617,1927.554413,2.33525,Average,2
5,6,Driving-7,elastic,5,5000,4.332304001,0.008528157482,0.008805495935,4.332304,4765867.2,509,493,1500,2948,4396,4396,4396,5844,7292,8740,10188,4.452291136,1437.107114,2710.543155,3.3882,Good,3
5,6,Driving-7,elastic,10,10000,4.874568939,0.006723543364,0.006864261299,4.859897,5976358.4,726,709,2446,2948,4396,4396,4396,5844,5844,7292,8740,5.412234466,1715.524534,4322.954678,3.809,Good,3
5,6,Driving-7,elastic,15,15000,4.337311029,0.007192887279,0.007518695652,4.32325,5143822.4,604,576,1500,2948,4396,5844,5844,5844,5844,5844,8740,5.221654955,1315.880661,3117.836376,4.0115,Excellent,4
5,6,Driving-7,elastic,20,20000,4.361433983,0.007342481453,0.007487645105,4.282933,6727174.4,595,573,1500,4396,5844,5844,5844,5844,8740,10188,10188,4.435396452,1458.049572,3204.710719,4.144333333,Excellent,4
5,6,Driving-7,elastic,25,25000,4.834084988,0.005975383174,0.006091711027,4.80636,6860420.8,810,790,2948,4396,4396,4396,5844,5844,7292,7292,7292,6.868570255,2253.798666,5499.809411,4.22,Excellent,4
5,6,Driving-7,elastic,30,30000,4.997588158,0.007242881388,0.00757210303,4.997588,5478496,691,661,1500,2948,4396,4396,4396,5844,5844,7292,7292,4.317349464,1504.552955,3866.585226,4.28,Excellent,4
5,6,Driving-7,elastic,35,35000,4.480937004,0.006346936266,0.006589613235,4.480937,6305172.8,707,681,1500,4396,5844,5844,5844,5844,5844,7292,7292,4.304547989,1580.02531,4052.898856,4.326,Excellent,4
5,6,Driving-7,elastic,40,40000,4.632899046,0.008563584188,0.008966042718,4.617512,5716555.2,542,516,1500,2948,4396,5844,5844,7292,7292,7292,10188,4.823037456,1004.715667,2455.45151,4.363,Excellent,4
5,6,Driving-7,elastic,45,45000,4.993909121,0.007706649877,0.00813340228,4.993909,4365556.8,649,615,1500,2948,4374,4396,4396,4396,4396,5844,5844,5.421393754,1624.038263,3704.144573,4.389333333,Excellent,4
5,6,Driving-7,elastic,50,50000,4.573036909,0.009771446387,0.0105857338,4.573037,3469008,469,433,1500,2948,2948,4396,4396,5844,5844,5844,7292,4.392731023,1242.799315,2323.170285,4.416,Excellent,4
5,6,Driving-7,elastic,55,55000,3.491765022,0.01051736452,0.01125316172,3.409708,2922324.8,333,304,1260,2948,2948,5844,5844,5844,7292,8740,8740,2.682411358,599.0293515,1142.499294,4.445666667,Excellent,4
5,6,Driving-7,elastic,60,60000,4.732995987,0.01314721107,0.0146117764,4.704992,2072273.6,361,323,60,1500,2948,2948,2948,4396,4396,5844,7292,6.296284719,935.701726,1572.62923,4.466,Excellent,4
5,6,Driving-7,elastic,65,65000,4.416151047,0.03024760991,0.02304822727,2.535305,529500.8,147,111,52,52,1500,1500,2948,2948,2948,2948,2948,2.628359173,453.8097525,555.1217573,4.335,Excellent,4
5,6,Driving-7,elastic,70,70000,4.5842309,0.0482550621,0.0618054058,4.264573,270328,96,70,52,52,1260,1500,1500,2948,2948,2948,2948,20.95233011,239.6917567,282.2450496,4.064,Excellent,4
5,6,Driving-7,elastic,75,75000,4.957256079,0.05972597685,0.1209086829,4.957256,183633.6,84,42,52,52,52,52,443.5,2948,2948,2948,2948,3.834358358,203.9826591,236.0059155,3.611333333,Good,3
5,6,Driving-7,elastic,80,80000,3.89152813,0.08844382113,0.1241277692,1.613661,58457.6,45,14,52,52,52,52,52,52,101,2948,2948,11.65957593,106.8598776,115.3849332,3.281,Good,3
5,6,Driving-7,elastic,85,85000,3.679553986,0.05840561882,0.1031964667,3.095894,119640,64,31,52,52,52,52,60,1500,2446,2948,2948,0.8860132058,104.0553541,122.544914,2.97,Average,2
5,6,Driving-7,elastic,90,90000,4.758826017,0.05875093849,0.1419767097,4.401278,133889.6,82,32,52,52,52,52,52,60,2397,2948,2948,5.804482275,183.4367776,214.0663075,2.77,Average,2
5,6,Driving-7,elastic,95,95000,4.862915039,0.05858933782,0.07733587234,3.634786,192561.6,84,48,52,52,52,52,1500,1603,2948,2948,2948,1.813273398,211.6865561,243.602833,2.693,Average,2
5,6,Driving-7,elastic,100,100000,4.831397057,0.0619409879,0.11932995,4.773198,171070.4,79,41,52,52,52,52,1260,1603,2948,2948,2948,1.454207963,172.0962307,200.4062124,2.646,Average,2
5,6,Driving-7,elastic,105,105000,4.646893978,0.03367314477,0.0451081413,4.149949,392888,139,93,52,52,52,1500,2948,2948,2948,2948,2948,8.255236453,322.2865939,413.7059621,2.5905,Average,2
5,6,Driving-7,elastic,110,110000,4.537058115,0.0285349567,0.03721950459,4.056926,472465.6,160,110,52,52,60,1603,2948,2948,2948,2948,2948,2.57468358,348.3678598,470.5009324,2.51725,Average,2
5,6,Driving-7,elastic,115,115000,4.776392937,0.02474814993,0.02136529371,3.055237,879654.4,194,144,52,52,1500,2948,2948,2948,2948,2948,7292,2.603331956,466.0121601,646.63205,2.527,Average,2
5,6,Driving-7,elastic,120,120000,4.731868029,0.01947270794,0.0190801027,3.529819,1087723.2,244,186,52,52,2948,2948,2948,2948,2948,3910,5844,5.559376498,460.5360825,750.0431764,2.599666667,Average,2
5,6,Driving-7,elastic,125,125000,4.982333183,0.02041939829,0.02657717742,4.943355,1159990.4,245,187,52,52,2446,2948,2948,2948,2948,2948,5844,6.869851106,625.070267,915.3745243,2.653666667,Average,2
5,6,Driving-7,elastic,130,130000,4.993044853,0.02071802844,0.02713611413,4.993045,1163872,242,185,52,52,2948,2948,2948,2948,2948,4396,5844,26.18350533,735.052429,1017.505173,2.715333333,Average,2
5,6,Driving-7,elastic,135,135000,4.977504015,0.04366231592,0.067025,3.61935,275838.4,115,55,52,52,52,52,52,2697,2948,2948,2948,2.305462524,262.5686288,324.3613432,2.709666667,Average,2
5,6,Driving-7,elastic,140,140000,4.971193075,0.0218034784,0.03035159509,4.94731,1515436.8,229,164,52,52,612,2948,2948,2948,5844,7292,10188,5.037913044,529.8950152,783.4303745,2.692666667,Average,2
5,6,Driving-7,elastic,145,145000,4.969334126,0.01423877973,0.01521133677,4.426499,2320833.6,350,292,52,1500,2948,2948,4396,5844,5844,5844,7292,3.891759754,919.5159349,1517.58874,2.727,Average,2
5,6,Driving-7,elastic,150,150000,4.969169855,0.01882261309,0.02035593878,3.989764,1491139.2,265,197,52,52,1500,2948,2948,4396,5844,5844,5844,3.312681547,616.1702628,957.1768736,2.751,Average,2
5,6,Driving-7,elastic,155,155000,4.944270134,0.01610511444,0.01705747934,4.12791,2016928,308,243,52,52,2948,2948,4396,5844,5844,7292,7292,3.94073823,740.7669635,1203.091159,2.7815,Average,2
5,6,Driving-7,elastic,160,160000,4.788903952,0.01662813872,0.01911331696,4.281383,1687947.2,289,225,52,52,2948,2948,2948,2948,5844,5844,7292,3.376741145,693.0132573,1099.363548,2.802333333,Average,2
5,6,Driving-7,elastic,165,165000,4.931919098,0.01606488306,0.01766142553,4.150435,1791872,308,236,52,52,2891,2948,2948,4396,5844,5844,5844,3.950375504,787.5808399,1249.434618,2.818,Average,2
5,6,Driving-7,elastic,170,170000,4.611533165,0.01714324597,0.01387278,2.774556,1649832,270,201,52,52,1603,2948,2948,5844,5844,7292,7292,2.55381419,510.5045886,865.8600109,2.828666667,Average,2
5,6,Driving-7,elastic,175,175000,4.611999035,0.0169558788,0.01934094059,3.90687,1778684.8,273,203,52,52,1500,2948,4396,5844,5844,7292,7292,2.869502984,568.5917931,931.4661417,2.843,Average,2
5,6,Driving-7,elastic,180,180000,4.863933086,0.01563965623,0.01851044206,4.312933,2482248,312,234,52,52,1603,2948,5844,7292,7292,8740,8740,3.906656688,793.0808077,1267.211289,2.8645,Average,2
5,6,Driving-7,elastic,185,185000,4.904031992,0.0147711807,0.01673052734,4.283015,2351769.6,333,257,52,52,2948,5844,5844,5844,5844,7292,7292,3.960704759,925.757381,1465.973223,2.881,Average,2
5,6,Driving-7,elastic,190,190000,4.608057022,0.01611208749,0.01109583178,2.374508,1544982.4,287,215,52,52,1922,2948,4396,4396,4396,4396,4396,2.439891177,498.21562,900.783727,2.924,Average,2
5,6,Driving-7,elastic,195,195000,4.816438198,0.01666587612,0.02294678744,4.749985,1115454.4,290,208,52,52,1516,2948,2948,2948,2948,2948,2948,6.915859752,616.6064219,1026.715088,2.8975,Average,2
5,6,Driving-7,elastic,200,200000,4.471759081,0.02181345893,0.018768424,2.346053,898614.4,206,126,52,52,52,1260,2948,2948,4396,5844,5844,2.801843173,527.4714208,731.296797,2.832666667,Average,2
5,6,Driving-7,elastic,205,205000,4.90401721,0.02169919119,0.02944579861,4.240195,959241.6,227,145,52,52,52,1500,2948,2948,2948,4396,7292,3.350338311,624.4090834,872.4151757,2.82,Average,2
5,6,Driving-7,elastic,210,210000,4.607777834,0.02792592627,0.02649269136,2.145908,425219.2,166,82,52,52,52,52,60,2948,2948,2948,2948,2.258839877,371.6406755,503.2242999,2.806,Average,2
5,6,Driving-7,elastic,215,215000,4.353463173,0.02720914483,0.05502453521,3.906742,352902.4,161,72,52,52,52,52,52,2057,2948,2948,2948,2.444755802,385.2098765,508.5578083,2.7595,Average,2
5,6,Driving-7,elastic,220,220000,4.866433144,0.02644800622,0.02344619,2.344619,517822.4,185,101,52,52,52,52,2948,2948,2948,2948,2948,2.699758628,477.5223229,641.1072194,2.726,Average,2
5,7,Driving-7,bba,0,0,4.083016872,0.006470708197,0.007355861011,4.075147,1005624,632,555,52,255,256,256,256,257,257,2948,2948,4.079267092,1301.478576,3276.160491,1.9168,Poor,1
5,7,Driving-7,bba,5,5000,4.978869915,0.005186322828,0.005920178359,4.97887,2645808,961,842,52,256,257,257,257,257,257,2948,5844,4.630912687,2410.635645,6989.733617,2.39525,Average,2
5,7,Driving-7,bba,10,10000,4.281917095,0.004555230952,0.005280180247,4.276946,2936816,941,811,52,257,257,257,257,257,2948,5844,5844,4.067314047,1948.261256,6342.091794,3.052,Good,3
5,7,Driving-7,bba,15,15000,4.459982872,0.005674278463,0.006220338912,4.459983,3316798.4,787,718,257,257,257,257,257,2948,4396,5844,7292,4.47955557,2037.436345,5102.142981,3.3505,Good,3
5,7,Driving-7,bba,20,20000,4.828325987,0.004624833321,0.004143552017,3.903226,4613016,1045,943,152,257,257,258,2446,4396,4396,4396,5844,4.160147492,2214.684287,7637.034046,3.507,Good,3
5,7,Driving-7,bba,25,25000,4.777486086,0.0045543242,0.004646896663,4.316967,5125664,1050,930,52,257,257,258,2948,4396,4396,5844,7292,4.286019055,2477.351561,7949.356163,3.593333333,Good,3
5,7,Driving-7,bba,30,30000,4.339116096,0.003955438557,0.004436611691,4.250274,5540689.6,1098,959,52,257,257,258,1500,4170,5844,5844,7292,3.952746132,2293.08002,8281.710219,3.692333333,Good,3
5,7,Driving-7,bba,35,35000,4.738672018,0.004972373576,0.005316940051,4.168481,4725739.2,954,785,52,257,257,257,258,2948,5844,7292,8740,4.358900595,2257.088446,6770.798418,3.766666667,Good,3
5,7,Driving-7,bba,40,40000,4.987762928,0.006985662364,0.006612822086,4.31156,4522561.6,715,653,257,257,257,259,2948,7292,7292,8740,8740,4.116220408,1677.107034,4205.762799,3.812,Good,3
5,7,Driving-7,bba,45,45000,4.757246017,0.005204864352,0.005661512071,4.45561,3366688,915,788,52,257,257,258,259,2948,2948,4396,5844,4.36127121,2158.587496,6309.411767,3.853,Good,3
5,7,Driving-7,bba,50,50000,4.996301889,0.006497141599,0.00726206686,4.996302,3512051.2,770,689,60,257,257,258,259,2948,5844,5844,7292,4.938524847,1929.699853,4863.402989,3.903,Good,3
5,7,Driving-7,bba,55,55000,4.576231003,0.006481913602,0.007044467014,4.057613,2660038.4,707,577,52,255,257,258,258,1500,4396,5844,5844,3.822130905,1693.785904,4165.503298,3.951666667,Good,3
5,7,Driving-7,bba,60,60000,4.673070192,0.008112969084,0.009379491935,4.652228,1812145.6,577,497,52,257,257,258,258,1500,2948,2948,5844,3.960390343,1044.363655,2689.920595,3.982,Good,3
5,7,Driving-7,bba,65,65000,4.527351141,0.01658370381,0.0199558,4.090939,154670.4,274,206,52,52,255,255,257,257,257,258,259,2.921192285,545.2405214,911.0685341,3.68,Good,3
5,7,Driving-7,bba,70,70000,4.909979105,0.01940703204,0.02570669634,4.909979,142473.6,254,192,52,52,255,255,256,256,256,256,257,4.367213453,745.6048453,1056.950411,3.3915,Good,3
5,7,Driving-7,bba,75,75000,4.980794907,0.01901066758,0.02844087429,4.977153,208636.8,263,176,52,52,52,255,255,256,256,257,2446,3.472681928,654.0267644,989.4060071,3.213,Good,3
5,7,Driving-7,bba,80,80000,4.914943933,0.01585465785,0.02006099592,4.914944,178134.4,311,246,52,60,255,256,256,256,256,257,257,3.120189427,561.813236,1035.157807,2.999,Average,2
5,7,Driving-7,bba,85,85000,4.774309874,0.0144238969,0.01829237548,4.77431,179500.8,332,262,52,60,255,255,256,256,256,256,257,12.53356312,943.3374755,1480.355085,2.7925,Average,2
5,7,Driving-7,bba,90,90000,4.878173828,0.01304324553,0.01691254317,4.701687,228779.2,375,279,52,52,255,255,256,256,256,257,283,4.489903297,1158.689097,1844.626826,2.682,Average,2
5,7,Driving-7,bba,95,95000,4.829984188,0.01815783529,0.0258521768,4.679244,169742.4,267,182,52,52,60,255,256,256,256,256,257,12.61994034,719.0179453,1064.547214,2.6195,Average,2
5,7,Driving-7,bba,100,100000,4.99616003,0.01670956532,0.02139947748,4.750684,160876.8,300,223,52,52,255,255,256,256,256,256,257,3.334640071,585.0461144,1024.721399,2.559,Average,2
5,7,Driving-7,bba,105,105000,4.945056915,0.01838311121,0.02343691398,4.359266,323528,270,187,52,52,56,255,256,256,257,1500,2948,10.60806484,584.592526,939.432636,2.3785,Average,2
5,7,Driving-7,bba,110,110000,4.866212845,0.007474981328,0.006971942387,3.388364,805684.8,652,487,52,52,255,255,256,256,256,257,2948,3.624422867,1360.11868,3462.267518,2.342333333,Average,2
5,7,Driving-7,bba,115,115000,4.919656038,0.005913048123,0.007618786047,4.914117,1088545.6,833,646,52,52,255,256,256,257,257,257,2948,4.702367691,1929.868809,5367.549723,2.326666667,Average,2
5,7,Driving-7,bba,120,120000,4.856849909,0.00689893453,0.008940038674,4.854441,1259142.4,705,544,52,52,257,257,257,257,257,2948,2948,4.657532325,1952.919411,4407.969415,2.365666667,Average,2
5,7,Driving-7,bba,125,125000,4.864391088,0.007403943818,0.007621828685,3.826158,1116272,658,503,52,52,257,257,257,257,257,2948,2948,4.3249226,1767.385105,3904.671314,2.423666667,Average,2
5,7,Driving-7,bba,130,130000,4.76769805,0.007652805858,0.008038770042,3.810377,1124475.2,624,475,52,52,257,257,257,257,257,2948,2948,4.248693251,1686.87649,3607.538392,2.498666667,Average,2
